review_index,review_unique_id,data_source,airline,review_language,date,raw_text,ratings,lounge_name,airport,translated_text
618,c43f0878-1335-5c06-89e9-e7535a2a618c,tripadvisor,saudia,en,2025-01-06,"A Disappointing Experience As a Saudi, I take great pride in our national institutions, but my recent experience with Saudi Airlines was nothing short of a disaster. I am compelled to share this to warn others and, hopefully, prompt much-needed improvement.

From start to finish, the entire process was riddled with mismanagement and misinformation. Over the course of several phone calls, I was given contradictory information by their employees, each time promising a resolution or providing instructions that ultimately led to wasted time and money. I trusted their guidance, only to find myself in worse situations with every interaction. This negligence cost me thousands of dollars.

The final straw was arriving at the airport as instructed, only to find their office closed. Despite assurances over the phone that I should come in person, there was no one available to assist. To make matters worse, when I sought help, the staff at the airport were unhelpful, dismissive, and even went so far as to accuse me of lying about the situation. Adding insult to injury, the supervisor I was told would assist never showed up, leaving me stranded and without any recourse.

This experience was not just disappointing; it was deeply frustrating and embarrassing. As a Saudi, I find it unacceptable that our national carrier operates with such poor standards of service and accountability. This is not the image we should project to the world, nor is it the level of service customers deserve.

I will never fly with Saudi Airlines again and strongly urge others to think twice before choosing them. For an airline that carries the pride of a nation, this experience was a shameful failure. Major reforms and improvements are desperately needed to restore any faith in their services.",2.25,,,"A Disappointing Experience As a Saudi, I take great pride in our national institutions, but my recent experience with Saudi Airlines was nothing short of a disaster. I am compelled to share this to warn others and, hopefully, prompt much-needed improvement.

From start to finish, the entire process was riddled with mismanagement and misinformation. Over the course of several phone calls, I was given contradictory information by their employees, each time promising a resolution or providing instructions that ultimately led to wasted time and money. I trusted their guidance, only to find myself in worse situations with every interaction. This negligence cost me thousands of dollars.

The final straw was arriving at the airport as instructed, only to find their office closed. Despite assurances over the phone that I should come in person, there was no one available to assist. To make matters worse, when I sought help, the staff at the airport were unhelpful, dismissive, and even went so far as to accuse me of lying about the situation. Adding insult to injury, the supervisor I was told would assist never showed up, leaving me stranded and without any recourse.

This experience was not just disappointing; it was deeply frustrating and embarrassing. As a Saudi, I find it unacceptable that our national carrier operates with such poor standards of service and accountability. This is not the image we should project to the world, nor is it the level of service customers deserve.

I will never fly with Saudi Airlines again and strongly urge others to think twice before choosing them. For an airline that carries the pride of a nation, this experience was a shameful failure. Major reforms and improvements are desperately needed to restore any faith in their services."
551,41164a4b-3109-562d-b8ab-850e04db56ac,tripadvisor,flynas,en,2025-01-06,WORST AIRLINE EVER !!! This is the worst airline!!!!Firstly they delayed our flight in Jeddah by TWO HOURS then we arrived to Riyadh because of the delay we missed our flight then we had to wait for another 3 hours .While waiting there were no seats to sit on and we had to change our flight they gave us a new boarding pass but it was the same flight. When we reached at our last destination our baggage 🛄 was missing and they didn't have our bags in their storage. Never recommended for anyone.,1.25,,,WORST AIRLINE EVER !!! This is the worst airline!!!!Firstly they delayed our flight in Jeddah by TWO HOURS then we arrived to Riyadh because of the delay we missed our flight then we had to wait for another 3 hours .While waiting there were no seats to sit on and we had to change our flight they gave us a new boarding pass but it was the same flight. When we reached at our last destination our baggage 🛄 was missing and they didn't have our bags in their storage. Never recommended for anyone.
616,8ab87931-d427-5225-ba1b-79f28310b42a,tripadvisor,saudia,en,2025-01-06,"Cancellation and flight delayed.rough and bad attitude Very wrost service. We didn't expect this from Saudi airlines. I booked my ticket from Islamabad to jeddah. The booking date is 18 December 2024 , and i booked ticket for 06 January 2025 . When I arrived at airport at Monday 06 January 2025 . They asked me first that we don't have any available seats in aircraft. Now my objection is if they don't have enough seats why they open booking for the same flight. I came 800 km away from airport i travel at night for airport bcz the departure is at 09:00 am so i arrived at 6:00 am at airport after travelling 800 km away. They attitude and behaviour of the check-in counter and also Saudi airlines office at Islamabad airport is very rude and rough they talked very rudely first they asked there is no seats available bcz we changed aircraft with a smaller one and seating capacity is full already and after that he said your flight is changed for tomorrow. We are almost 70 people on airport which are on check-in counter for sv 725 for jeddah. There is alot of other options are available for booking other airlines but ee choose the best one to get rid of delays and cancellations but Saudi airlines do same as others airlines they even didn't offered any compensation. Very bad experience 😞. I didn't suggest anyone to choose Saudi airlines again. They did very wrong with us .",1.0,,,"Cancellation and flight delayed.rough and bad attitude Very wrost service. We didn't expect this from Saudi airlines. I booked my ticket from Islamabad to jeddah. The booking date is 18 December 2024 , and i booked ticket for 06 January 2025 . When I arrived at airport at Monday 06 January 2025 . They asked me first that we don't have any available seats in aircraft. Now my objection is if they don't have enough seats why they open booking for the same flight. I came 800 km away from airport i travel at night for airport bcz the departure is at 09:00 am so i arrived at 6:00 am at airport after travelling 800 km away. They attitude and behaviour of the check-in counter and also Saudi airlines office at Islamabad airport is very rude and rough they talked very rudely first they asked there is no seats available bcz we changed aircraft with a smaller one and seating capacity is full already and after that he said your flight is changed for tomorrow. We are almost 70 people on airport which are on check-in counter for sv 725 for jeddah. There is alot of other options are available for booking other airlines but ee choose the best one to get rid of delays and cancellations but Saudi airlines do same as others airlines they even didn't offered any compensation. Very bad experience 😞. I didn't suggest anyone to choose Saudi airlines again. They did very wrong with us ."
526,432c703d-d8fd-5ae8-bb92-a3107dc8b6d7,tripadvisor,saudia,en,2025-01-12,"First time flyer with Saudi Airline As a first time traveler on Saudi Airlines i was slightly nervous after reading mix reviews. But i am glad it turned out very well. Everything from boarding the plane to landing ran smoothly. Aircraft was clean with no funny odour. You could tell that hygiene is one of top priorities. Above average leg space in economy. Food serving was immaculate with fresh hot food options between veggie and non-veg including snacks with tea/coffee. Like the fact that this airline still keeping the tradition of welcoming kids with toys etc. Not many airlines still serve the stuff that helps long journey but this one does. Option of requesting an allergy free food online. In flight entertainment available. Landing was smooth.
Suggestions:
- Make the website more user friendly with strong communication.
- Cabin crew up skill to communicate in English.",3.75,,,"First time flyer with Saudi Airline As a first time traveler on Saudi Airlines i was slightly nervous after reading mix reviews. But i am glad it turned out very well. Everything from boarding the plane to landing ran smoothly. Aircraft was clean with no funny odour. You could tell that hygiene is one of top priorities. Above average leg space in economy. Food serving was immaculate with fresh hot food options between veggie and non-veg including snacks with tea/coffee. Like the fact that this airline still keeping the tradition of welcoming kids with toys etc. Not many airlines still serve the stuff that helps long journey but this one does. Option of requesting an allergy free food online. In flight entertainment available. Landing was smooth.
Suggestions:
- Make the website more user friendly with strong communication.
- Cabin crew up skill to communicate in English."
480,fdf8acdb-2de0-51bd-8182-3cf0ff834597,tripadvisor,flynas,en,2025-01-12,"awful booking experience cancellation policy is awful they took the whole ticket price even i cancelled in less than 24 hours , although i tried to rechange the flight date or even undo the cancellation , although the rate was higher that the avg",1.0,,,"awful booking experience cancellation policy is awful they took the whole ticket price even i cancelled in less than 24 hours , although i tried to rechange the flight date or even undo the cancellation , although the rate was higher that the avg"
631,8783adf1-3a46-5db8-b196-55eea9c46992,tripadvisor,saudia,en,2025-01-03,"Insects in washrooms Cockroaches in washroom crawling
Worse food selection
Rude staff

Extremely disappointed with the cleanliness and pest control issues
I wouldn’t recommend to anyone and will not use their service in future",2.125,,,"Insects in washrooms Cockroaches in washroom crawling
Worse food selection
Rude staff

Extremely disappointed with the cleanliness and pest control issues
I wouldn’t recommend to anyone and will not use their service in future"
632,79c875e8-e0ff-5d2d-81f3-89d92e18b502,tripadvisor,saudia,en,2025-01-03,"The worse ever. They did not let me in while I was 15 min before the time of flight, they took my luggage money though I was coming back from Dubai to home in US.One of my luggage was a little over weight the rest was under weight. They did not compromise. They had me to pay and took long time. So I got the gate 15 min earlier than the plain time. They did not let me in and they did not gave me any compainsation, I had to rebook a new rock cost me $5000.",2.0,,,"The worse ever. They did not let me in while I was 15 min before the time of flight, they took my luggage money though I was coming back from Dubai to home in US.One of my luggage was a little over weight the rest was under weight. They did not compromise. They had me to pay and took long time. So I got the gate 15 min earlier than the plain time. They did not let me in and they did not gave me any compainsation, I had to rebook a new rock cost me $5000."
525,24634a0f-3080-5ea6-bdec-d26e49b2aa4e,tripadvisor,saudia,en,2025-01-13,"Do not opt for Saudi Airlines My flight was scheduled at 1:50a.m on Janaury 3, 2025. But the flight was first delayed to 10:30p.m same day and then cancelled. The reason was foggy weather however, other flights were landing and the then taking off though with some delay and efforts but Saudi airlines seems not preapred. Moreover, the staff at the airport was exteremly incoporative and not helpful. The airline did not even bothered to provide accomodation atleast to those who travelled to the airport from 2 hours distance.
Extremely, bad and stressful experience.",2.875,,,"Do not opt for Saudi Airlines My flight was scheduled at 1:50a.m on Janaury 3, 2025. But the flight was first delayed to 10:30p.m same day and then cancelled. The reason was foggy weather however, other flights were landing and the then taking off though with some delay and efforts but Saudi airlines seems not preapred. Moreover, the staff at the airport was exteremly incoporative and not helpful. The airline did not even bothered to provide accomodation atleast to those who travelled to the airport from 2 hours distance.
Extremely, bad and stressful experience."
524,a8654818-3836-5f22-a0b9-05b57ff4754e,tripadvisor,saudia,en,2025-01-13,"Rude , Untrained and unprofessional Staff Good and clean Aircraft , nice and comfortable seats but very bad and horrible foods, Rude , Untrained, unprofessional cabin crew . Long lines at security check in Transit .",2.625,,,"Rude , Untrained and unprofessional Staff Good and clean Aircraft , nice and comfortable seats but very bad and horrible foods, Rude , Untrained, unprofessional cabin crew . Long lines at security check in Transit ."
523,584dcc3a-7258-57c4-aad5-bffc203bb6f2,tripadvisor,saudia,en,2025-01-13,"Rude behaviour of staff I am sorry to write, but the behaviour of staff was rude to guest / passengers.

Basic amenities like Cushions, eye cover , ear plugs were not distributed to passengers.",1.875,,,"Rude behaviour of staff I am sorry to write, but the behaviour of staff was rude to guest / passengers.

Basic amenities like Cushions, eye cover , ear plugs were not distributed to passengers."
621,4c06c966-63b0-5896-8098-d185b89fa0f8,tripadvisor,saudia,en,2025-01-05,Racism by the crew members! Worst cabin crews and the service is so terrible. They treated clearly in a way of locals and other origin people. It’s very weird racism is in this flight network throughout our journey. I could now feel the difference even though the other flights like emirates has higher charges we have never felt such behaviours from the crew or airport staffs. The airline should consider to put a stop for this matter.,2.125,,,Racism by the crew members! Worst cabin crews and the service is so terrible. They treated clearly in a way of locals and other origin people. It’s very weird racism is in this flight network throughout our journey. I could now feel the difference even though the other flights like emirates has higher charges we have never felt such behaviours from the crew or airport staffs. The airline should consider to put a stop for this matter.
610,4ca0c565-9718-5086-88ec-6b225ab06737,tripadvisor,saudia,en,2025-01-08,"Poor Business Class Experience During my recent flight with Saudia in business class on December 16th, I encountered very disappointing service. While the service was acceptable, interaction with the passengers was minimal, and there was a complete lack of personalized attention. Additionally, the food was subpar—it was minimal in quantity, cold, and of low quality.

After my flight, I submitted a complaint through their website, but I did not receive a response. I am left feeling disappointed, especially considering the amount of money I spent on such a poor experience.

There are certainly better options available for travellers.",2.875,,,"Poor Business Class Experience During my recent flight with Saudia in business class on December 16th, I encountered very disappointing service. While the service was acceptable, interaction with the passengers was minimal, and there was a complete lack of personalized attention. Additionally, the food was subpar—it was minimal in quantity, cold, and of low quality.

After my flight, I submitted a complaint through their website, but I did not receive a response. I am left feeling disappointed, especially considering the amount of money I spent on such a poor experience.

There are certainly better options available for travellers."
611,c69b2e95-2bfd-5232-a30b-a1cb3c83491b,tripadvisor,saudia,en,2025-01-08,"One of the worst experience I had in 28 years of flying. I experienced very badly with this airline. We got a connecting flight from Istanbul to Saudi Arabia, then back to Thailand. The flight was around 18.45, however, the flight was delayed to 22.05, which caused us to unable to go with our connecting flight (which is 1.50am). This matter was not informed, nor the airline feel responsible. We were told the airport in Saudi Arabia would offer us options. The attitude was 'ZERO CARE'from the counter service, and even chased us away!

The worst part was when we arrived at Jeddah airport, we have to wait from 1.50 am till almost 5 am for the matter. The attitude of the employee on the connecting flight counter was rude as well.Naturally, the airline offered us free accommodation and sad meals, HOWEVER, we could not gain access to our luggage, nor given key cards. The air condition inside the room was too cold, nor could we can adjust the temperature. By cannot gain access to the key card, given sad meals that always arrived late and had to wait until feeling starving, living inside the cold room without gaining access to the luggage, I felt like being treated as a prisoner.

We were struck for 3 days, 2 nights. At first, the hotel not even plan to give us meals on the third day, in which our flight was around 1 am, until we talked to the manager.

Never fly with this airline again. It's a shame the airplane was nice, but that's it. It's understandable about the delay due to the New Year period, but at least be more humanized and be more responsible to us as we are not the ones who caused a delay in the first place!",2.875,,,"One of the worst experience I had in 28 years of flying. I experienced very badly with this airline. We got a connecting flight from Istanbul to Saudi Arabia, then back to Thailand. The flight was around 18.45, however, the flight was delayed to 22.05, which caused us to unable to go with our connecting flight (which is 1.50am). This matter was not informed, nor the airline feel responsible. We were told the airport in Saudi Arabia would offer us options. The attitude was 'ZERO CARE'from the counter service, and even chased us away!

The worst part was when we arrived at Jeddah airport, we have to wait from 1.50 am till almost 5 am for the matter. The attitude of the employee on the connecting flight counter was rude as well.Naturally, the airline offered us free accommodation and sad meals, HOWEVER, we could not gain access to our luggage, nor given key cards. The air condition inside the room was too cold, nor could we can adjust the temperature. By cannot gain access to the key card, given sad meals that always arrived late and had to wait until feeling starving, living inside the cold room without gaining access to the luggage, I felt like being treated as a prisoner.

We were struck for 3 days, 2 nights. At first, the hotel not even plan to give us meals on the third day, in which our flight was around 1 am, until we talked to the manager.

Never fly with this airline again. It's a shame the airplane was nice, but that's it. It's understandable about the delay due to the New Year period, but at least be more humanized and be more responsible to us as we are not the ones who caused a delay in the first place!"
609,884dd2e1-f906-5f26-8704-327b21462837,tripadvisor,saudia,en,2025-01-09,"AVOID THIS AIRLINES AT ALL COST! Check the story below Please avoid this airlines at all cost!
My first experience flying with SV was horrible. They broken my luggage but didn’t even respond to my claim.
Then I was stupidly fallen into their 2nd trap due to a good Christmas deal.
This time was even worse! I wasn’t being informed that I need a transit visa if my flight has two transits within Saudi Arabia and it wasn’t free, and must be applied 72h before my flight. Luckily my UK BRP card saved me!

Their bureaucracy was the worst I’ve ever seen! I took them almost an hour to just filling a simply file and a stamp. I had to approached many immigration desk and told them that my connection flight is due soon. FYI, there were a lot of immigration officers but only few of them working, most of them were just chitchatting instead of trying to reduce the queue.

Landed in Jakarta, then the epic ultimate disaster happened! I landed without my luggages. They missed my luggages !!!
I was really mad because I had to fly to another country after 3 days, and they were the most unprofessional human being I’ve ever encountered. I had to repeat and went down to a very basic English to make them understand my claim.

I had to wear the same clothes for 2 days and on the 3rd day I decided to buy new clothes for my next trip. Then the luggages arrived few hours before my another flight.

Surprise! They informed me that they couldn’t compensate the delayed luggages due to security reason (which I asked them to explain further but then they never came back)

PLEASE DO NOT FLY WITH THIS AIRLINES!",1.75,,,"AVOID THIS AIRLINES AT ALL COST! Check the story below Please avoid this airlines at all cost!
My first experience flying with SV was horrible. They broken my luggage but didn’t even respond to my claim.
Then I was stupidly fallen into their 2nd trap due to a good Christmas deal.
This time was even worse! I wasn’t being informed that I need a transit visa if my flight has two transits within Saudi Arabia and it wasn’t free, and must be applied 72h before my flight. Luckily my UK BRP card saved me!

Their bureaucracy was the worst I’ve ever seen! I took them almost an hour to just filling a simply file and a stamp. I had to approached many immigration desk and told them that my connection flight is due soon. FYI, there were a lot of immigration officers but only few of them working, most of them were just chitchatting instead of trying to reduce the queue.

Landed in Jakarta, then the epic ultimate disaster happened! I landed without my luggages. They missed my luggages !!!
I was really mad because I had to fly to another country after 3 days, and they were the most unprofessional human being I’ve ever encountered. I had to repeat and went down to a very basic English to make them understand my claim.

I had to wear the same clothes for 2 days and on the 3rd day I decided to buy new clothes for my next trip. Then the luggages arrived few hours before my another flight.

Surprise! They informed me that they couldn’t compensate the delayed luggages due to security reason (which I asked them to explain further but then they never came back)

PLEASE DO NOT FLY WITH THIS AIRLINES!"
606,8922f00e-4aaf-55eb-9aac-0041c30b3591,tripadvisor,saudia,en,2025-01-09,NO REFUND NO REPLAY SCAM 100% very bad service they canceled my trip and i don t get any refund every time i text them with email / fb ... bots reply to me with bla bla my experience are very baaaaaaaaaaaaaaaaaaaaaad,1.0,,,NO REFUND NO REPLAY SCAM 100% very bad service they canceled my trip and i don t get any refund every time i text them with email / fb ... bots reply to me with bla bla my experience are very baaaaaaaaaaaaaaaaaaaaaad
481,12f49991-b48c-50b4-8c05-b80fdfba8472,tripadvisor,flynas,en,2025-01-10,"awful experience we were in the que for check in when suddenly the system was down and we waited for more than 2 hours for them to fix the issue, when finally the system worked they let us in but the plane already left and there's no immediate response from the airline not until someone is already shouting at them but that's already 2 frustrating hours of waiting for information and clarifications. So after 2 hours of waiting in the boarding gates, they finally gave us a new boarding pass but we still need to wait for more than 1 hour again for the flight, 6 hours delayed and luggage is missing, maybe it's still in Riyadh, I don't know I just hope they will call us soon.",,,,"awful experience we were in the que for check in when suddenly the system was down and we waited for more than 2 hours for them to fix the issue, when finally the system worked they let us in but the plane already left and there's no immediate response from the airline not until someone is already shouting at them but that's already 2 frustrating hours of waiting for information and clarifications. So after 2 hours of waiting in the boarding gates, they finally gave us a new boarding pass but we still need to wait for more than 1 hour again for the flight, 6 hours delayed and luggage is missing, maybe it's still in Riyadh, I don't know I just hope they will call us soon."
608,71b1320d-44dc-5305-9d18-d472d3cf35dd,tripadvisor,saudia,en,2025-01-09,"Worst airline i’ve travelled on ! Very terrible experience from the start , check in ground staff was very rude and unaccommodating not giving us many options for help. Would not recommend to anyone to travel.",,,,"Worst airline i’ve travelled on ! Very terrible experience from the start , check in ground staff was very rude and unaccommodating not giving us many options for help. Would not recommend to anyone to travel."
607,9b5ba0dc-b005-5542-b14f-8c69aecc2e97,tripadvisor,saudia,en,2025-01-09,"First and last time travelling with this airline !! Recently travelled with my two young daughters , they gave us 3 different seats when my daughters are only 7 and 10 years old and they didn’t want to sit with a stranger. Also very low weight allowance . Ground staff very rude also and very unhelpful. First and last time with this airline !",,,,"First and last time travelling with this airline !! Recently travelled with my two young daughters , they gave us 3 different seats when my daughters are only 7 and 10 years old and they didn’t want to sit with a stranger. Also very low weight allowance . Ground staff very rude also and very unhelpful. First and last time with this airline !"
