review_index,review_unique_id,data_source,airline,review_language,date,raw_text,ratings,lounge_name,airport,translated_text
119,9247c158-86f8-5f06-85c4-30e5a548e5b4,appStore,flyadeal,ar,04-01-2026 00:00,شكرا شكرا لكم ومن نجاح الى نجاح,5,,,"Thank you, thank you and from success to success."
126,b2090508-c4e0-5a14-ad13-fbbc10293c3a,appStore,flynas,ar,04-01-2026 00:00,Bad service المعامله السيئه في مطار باكو الدولي,1,,,Bad service Bad treatment at Baku International Airport.
139,1e569db6-85fc-5a0e-a1d3-790fe563a809,appStore,saudia,ar,04-01-2026 00:00,الرياض التطبيق 24 ساعة يعلق الرجاء الاهتمام فيه هذا الشي الوحيد الي لابد يتعدل ولا ما شاء الله خدماتكم ابداع,5,,,"Riyadh The app freezes for 24 hours, please pay attention to it. This is the only thing that must be fixed, otherwise, your services are creative."
117,164b958b-4ef5-5aec-9fea-61aaf554fede,appStore,flyadeal,ar,05-01-2026 00:00,تسعيرة غير واضحة اضافة رسوم كثيرة من غير سعر التذكرة الاساسي وهذا من التضليل على العملاء,2,,,Unclear pricing Added many fees beyond the basic ticket price and this is misleading to customers.
136,cbd4c42d-1e09-53da-b9b4-4e61e86b25e4,appStore,saudia,ar,06-01-2026 00:00,تبوك شكرا لكم يا اجمل خطوط طيران,5,,,"Tabuk Thank you, you are the most beautiful airline."
279,40fa430b-3715-5125-beda-c0651bf1f0d2,googlePlaystore,flyadeal,ar,06-01-2026 00:00,التطبيق صار له فترة ما يشتغل مع العلم حاولة تحميل التطبيق اكتر من مره,1,,,The app has not been working for a while even though I tried to download it multiple times.
566,5c9c4860-4ebc-5d92-b4bf-54447e9e0ba1,tripadvisor,flyadeal,ar,06-01-2026 00:00,"ازفد شركة الموظفين لايعلمون بالحجز الا بهد دفع رسوم اضافية
الإجراءات كثيرة

أاااااااااا
اااااا
اااااا
ااااااااااااااتتتتزنالبيؤتسينابمابؤميكهليؤك",1.5,,,The company staff do not know about the reservation except after paying additional fees. There are many procedures. Aaaaaaaa aaaaa aaaaa aaaaaaaaaaattttttznalbyotsynabmabomikhlioyk.
133,d1b69a4e-a99e-575e-93de-f919e34836a9,appStore,saudia,ar,07-01-2026 00:00,عنصريه عنصريه الف حسبي الله ونعم الوكيل,1,,,"Racism, racism. A thousand times, God is sufficient for me and He is the best disposer of affairs."
122,686d3c82-fb9e-5155-81fc-5c9c10cf0d3e,appStore,flynas,ar,07-01-2026 00:00,"ادارة الشحن تعنت موظف بوابة الدخول وعدم السماح بدخول اللاب مع شنطة الطائرة واضطررت لشحن شنطة وزنها ٧ بمبلغ ٤٥٠ ريال
وهو ما يجعلنى مستقبلا عدم استخدام رحلات طيران ناس",1,,,"Cargo management was stubborn. The gate employee did not allow the laptop to enter with the plane bag, and I had to ship a 7 kg bag for 450 riyals, which makes me not want to use Nas Air flights in the future."
120,4c8d3e65-3eac-5182-8a6b-6e90ff02e9bf,appStore,flynas,ar,07-01-2026 00:00,تطبيق ناس شكرا اشكر كل القائمين على طيران ناس الحمد لله ربي ارزقنا بكم من أجمل شركات الطيران,5,,,"Thank you Nas application. I thank all those involved in Nas Airlines. Thank God, my Lord has blessed us with you, one of the most beautiful airlines."
281,6b45e489-aa2b-5cc9-a088-30fbb7bf0612,googlePlaystore,flynas,ar,07-01-2026 00:00,يقوم التطبيق بإضافة خدمات لم أطلبها لزيارة سعر تذكرة السفر ، و هذا تصرف لئيم,1,,,"The app adds services I did not request to the travel ticket price, and this is a mean behavior."
142,04f1d006-b33d-502f-a169-85cb4f0a0173,appStore,saudia,en,02-01-2026 00:00,"Slow processing It takes a while to proceed in each step in the application , it needs to be faster",3,,,"Slow processing It takes a while to proceed in each step in the application , it needs to be faster"
614,ff5ad5c9-7945-5cdb-8ac6-02fc626f88e9,tripadvisor,saudia,en,03-01-2026 00:00,An eye opener ! The airport had no system wat so ever.So confusing where to line up. The staff were so rude and of no help. My mother was in a wheelchair and so I went to the disabled assistance desk for help I was spoken to rudely and the staff just stood there relaxed chatting away. The queues were so long and they were short staffed it seemed. When we had arrived at the airport the ladies working there had so much attitude I was absolutely disgusted by . We were all in our ihram on our way to perform a ummrah and these people instead of welcoming were rude and so aggressive ..Was there any need I ask myself …We have come to the house of Allah how lucky these people are to be living in this holy city yet their attitude doesn’t reflect this..such a shame I have to say .,1.5,,,An eye opener ! The airport had no system wat so ever.So confusing where to line up. The staff were so rude and of no help. My mother was in a wheelchair and so I went to the disabled assistance desk for help I was spoken to rudely and the staff just stood there relaxed chatting away. The queues were so long and they were short staffed it seemed. When we had arrived at the airport the ladies working there had so much attitude I was absolutely disgusted by . We were all in our ihram on our way to perform a ummrah and these people instead of welcoming were rude and so aggressive ..Was there any need I ask myself …We have come to the house of Allah how lucky these people are to be living in this holy city yet their attitude doesn’t reflect this..such a shame I have to say .
609,e947a8da-7b36-5914-b07f-f2914f71f3a9,tripadvisor,saudia,en,05-01-2026 00:00,"My best economy flight ever It's the best economy flight I've ever taken (and I've taken many). Punctuality, quality meals, plenty of legroom, cleanliness, and the staff's efficiency were excellent.",4.375,,,"My best economy flight ever It's the best economy flight I've ever taken (and I've taken many). Punctuality, quality meals, plenty of legroom, cleanliness, and the staff's efficiency were excellent."
608,80d4cd9a-a075-5447-affe-aa35d9f7d20c,tripadvisor,saudia,en,05-01-2026 00:00,"Review of Saudi Airlines Unfortunately, my experience at Jeddah Airport was extremely disappointing due to consistently poor service and unprofessional, condescending attitudes from staff.

I have travelled through many international airports around the world, and the level of rudeness and lack of professionalism displayed here stood out in the worst possible way. From the very beginning at the baggage check-in area, which was part of Saudi Airlines operations, the female staff responsible for weighing luggage were dismissive, rude, and spoke in a condescending manner, with no patience or courtesy shown.

The situation was made even more distressing as I was travelling with two elderly family members both grandmothers who required assistance. The staff assisting with luggage and wheelchairs were extremely rude, made inappropriate comments, and created an uncomfortable and unpleasant environment. Elderly passengers deserve care, respect, and compassion, none of which were shown.

Instead of feeling supported and welcomed, the overall atmosphere felt hostile and unnecessarily stressful. It is genuinely sad that an airport of this scale and importance, in partnership with a national airline, offers such poor service and displays such a lack of basic customer care.

An international airport especially one serving millions of pilgrims, families, and travellers each year should uphold far higher standards. This experience was unacceptable and has left a very negative impression. I sincerely hope both airport management and Saudi Airlines take staff conduct, training, and accountability seriously so that no other travellers, particularly the elderly, are subjected to this kind of treatment.",3,,,"Review of Saudi Airlines Unfortunately, my experience at Jeddah Airport was extremely disappointing due to consistently poor service and unprofessional, condescending attitudes from staff.

I have travelled through many international airports around the world, and the level of rudeness and lack of professionalism displayed here stood out in the worst possible way. From the very beginning at the baggage check-in area, which was part of Saudi Airlines operations, the female staff responsible for weighing luggage were dismissive, rude, and spoke in a condescending manner, with no patience or courtesy shown.

The situation was made even more distressing as I was travelling with two elderly family members both grandmothers who required assistance. The staff assisting with luggage and wheelchairs were extremely rude, made inappropriate comments, and created an uncomfortable and unpleasant environment. Elderly passengers deserve care, respect, and compassion, none of which were shown.

Instead of feeling supported and welcomed, the overall atmosphere felt hostile and unnecessarily stressful. It is genuinely sad that an airport of this scale and importance, in partnership with a national airline, offers such poor service and displays such a lack of basic customer care.

An international airport especially one serving millions of pilgrims, families, and travellers each year should uphold far higher standards. This experience was unacceptable and has left a very negative impression. I sincerely hope both airport management and Saudi Airlines take staff conduct, training, and accountability seriously so that no other travellers, particularly the elderly, are subjected to this kind of treatment."
568,409b32af-1c3c-56d9-932a-5ac0db498b5d,tripadvisor,flynas,en,07-01-2026 00:00,"Worst experience I told the air attendant that I had the new Corona virus and I didn’t find any face mask on my way, I need a face mask do so I don’t infect anybody with my virus, he said I should have get with me one and he doesn’t care about the passengers if I didn’t care about them myself, he refused to search for a one and get it for the safety and seek of other passengers.

This airlines don’t care about the safety, the health or the harm that’s gonna happen for the passengers.

I do not recommend it..

P.S
They won’t provide any blankets or covers if you got cold so get yours with you.",1.625,,,"Worst experience I told the air attendant that I had the new Corona virus and I didn’t find any face mask on my way, I need a face mask do so I don’t infect anybody with my virus, he said I should have get with me one and he doesn’t care about the passengers if I didn’t care about them myself, he refused to search for a one and get it for the safety and seek of other passengers.

This airlines don’t care about the safety, the health or the harm that’s gonna happen for the passengers.

I do not recommend it..

P.S
They won’t provide any blankets or covers if you got cold so get yours with you."
604,b42554d9-fedf-5243-b778-8215030308b5,tripadvisor,saudia,en,08-01-2026 00:00,"Avoid using Saudia Airlines, they do not care about their customers Really disappointed with the service received by the Saudia Airlines last week. On Thursday 1st January, our 8.30am flight SV101 eventually got cancelled after waiting 3 hours on the plane. Most of the Saudia airport staff were unhelpful and very dismissive. All we wanted to know was what was going on as I was traveling with 2 young children and was in the airport from 5am with no sleep. Eventually we were taken to a hotel and was told that the coach would pick us up the next day at 4am to take us back to the airport for our rescheduled 9am flight. The coach did turn up and took the 1st batch off passengers but did not return to pick the rest of us up (approximately 50 passengers). We waited and waited and eventually had no choice but to arrange our own transport, causing more anxiety and stress. It was my our first time flying with Saudia and I was really shocked and disappointed with the level of service. We won't be traveling with them again anytime soon. I would advise people to use other airlines like Qatar Airways if possible.",2.25,,,"Avoid using Saudia Airlines, they do not care about their customers Really disappointed with the service received by the Saudia Airlines last week. On Thursday 1st January, our 8.30am flight SV101 eventually got cancelled after waiting 3 hours on the plane. Most of the Saudia airport staff were unhelpful and very dismissive. All we wanted to know was what was going on as I was traveling with 2 young children and was in the airport from 5am with no sleep. Eventually we were taken to a hotel and was told that the coach would pick us up the next day at 4am to take us back to the airport for our rescheduled 9am flight. The coach did turn up and took the 1st batch off passengers but did not return to pick the rest of us up (approximately 50 passengers). We waited and waited and eventually had no choice but to arrange our own transport, causing more anxiety and stress. It was my our first time flying with Saudia and I was really shocked and disappointed with the level of service. We won't be traveling with them again anytime soon. I would advise people to use other airlines like Qatar Airways if possible."
118,a5b4c035-f95c-5702-8241-31c565832dd4,appStore,flyadeal,en,05-01-2026 00:00,Eng. Nice deal nice flight,4,,,Eng. Nice deal nice flight
301,8a41c994-315e-5ea6-b918-ca28dba37e63,googlePlaystore,saudia,en,06-01-2026 00:00,I've waited and retried alfursan account login for the last 3 days to no avail and if you're using non saudi number the OTP will not get delivered.,2,,,I've waited and retried alfursan account login for the last 3 days to no avail and if you're using non saudi number the OTP will not get delivered.
134,5819adef-a4c4-53c4-a7c6-40aa45136de6,appStore,saudia,en,07-01-2026 00:00,Almost have bugs and error Every time you suffer when you book or update passengers contact. I wondered whey my communication details need to add while all this information available in alfursan account!!!,2,,,Almost have bugs and error Every time you suffer when you book or update passengers contact. I wondered whey my communication details need to add while all this information available in alfursan account!!!
615,f11ee794-eb8c-578f-be30-1b60d0a70a21,tripadvisor,saudia,en,02-01-2026 00:00,"Refused Check-in Despite Arriving Before Departure My mother and little sister were traveling on a domestic Saudi Airlines flight from Jeddah to Dammam. Because of heavy traffic, they arrived at the airport around 40 minutes before departure.

The check-in agent refused to accept them and said that “everything is closed.” The way they were treated was rude and unprofessional, and no real help or solution was offered. They were left stressed and confused, and they missed their flight even though they arrived before departure time.

To make matters worse, the online check-in was not working on the Saudi Airlines website, so there was no way to check in earlier.",,,,"Refused Check-in Despite Arriving Before Departure My mother and little sister were traveling on a domestic Saudi Airlines flight from Jeddah to Dammam. Because of heavy traffic, they arrived at the airport around 40 minutes before departure.

The check-in agent refused to accept them and said that “everything is closed.” The way they were treated was rude and unprofessional, and no real help or solution was offered. They were left stressed and confused, and they missed their flight even though they arrived before departure time.

To make matters worse, the online check-in was not working on the Saudi Airlines website, so there was no way to check in earlier."
613,4efd262e-2e41-5663-a265-e0e98f535a0d,tripadvisor,saudia,en,03-01-2026 00:00,"Worst Booked 2 business class seats from jeddah to new delhi, but just near the boarding gate i was told that one of my seats have been downgraded. The same happened to many passengers on the same flight.",,,,"Worst Booked 2 business class seats from jeddah to new delhi, but just near the boarding gate i was told that one of my seats have been downgraded. The same happened to many passengers on the same flight."
570,f3af5989-eba2-57be-bfcf-b8802cb4a5d7,tripadvisor,flynas,en,05-01-2026 00:00,"Half the Flight Without Luggage, No Support from Flynas Extremely poor baggage handling, zero accountability, and ineffective customer service. Travel with caution.

I travelled with Flynas on 3 January 2026 from Cairo to Kuwait via Jeddah (Flights XY-566 and XY-529). Two checked bags did not arrive, and despite filing an official PIR at Kuwait Airport, there was no meaningful update, no timeline, and no proactive communication for over 24 hours.

What made this experience unacceptable was not just the missing baggage, but the complete failure of customer service and the ground staff responsible for baggage handling and delivery. There was no coordination, no ownership, and no clear point of contact. Passengers are left to chase information endlessly.

Mishandled baggage can happen — but silence, poor communication, and lack of responsibility should not. Based on this experience, I strongly advise travellers to think twice before flying Flynas, especially if you are checking in luggage.",,,,"Half the Flight Without Luggage, No Support from Flynas Extremely poor baggage handling, zero accountability, and ineffective customer service. Travel with caution.

I travelled with Flynas on 3 January 2026 from Cairo to Kuwait via Jeddah (Flights XY-566 and XY-529). Two checked bags did not arrive, and despite filing an official PIR at Kuwait Airport, there was no meaningful update, no timeline, and no proactive communication for over 24 hours.

What made this experience unacceptable was not just the missing baggage, but the complete failure of customer service and the ground staff responsible for baggage handling and delivery. There was no coordination, no ownership, and no clear point of contact. Passengers are left to chase information endlessly.

Mishandled baggage can happen — but silence, poor communication, and lack of responsibility should not. Based on this experience, I strongly advise travellers to think twice before flying Flynas, especially if you are checking in luggage."
605,a896a5fb-2429-577f-8c9f-d1fd84d495c4,tripadvisor,saudia,en,07-01-2026 00:00,Awful My flight was cancelled. No e mail or text message received. Found out by chance on way to airport by checking the app. I had been rebooked on a flight in 23 days time. I was travelling with elderly parents and young children. Called the helplines and long waiting times. Managed to speak to someone in the European call centre who told me nothing could be done - need to wait 23 days. They couldn’t discuss any compensation with me or support they could provide. I needed to get back for parents medical reasons and my children had work. Saudia advised me in recorded call that I should call travel agents and find another flight myself. I did that. Paid an extortionate amount for an Eithad flight from another city. Eithadj got me and my family back on time. Am grateful for that. I’ve tried to engage with Saudia to discuss any compensation and they told me to email a back office e mail address. Radio silence since then. I found them completely unhelpful through this distressing time and no empathy. Pre and post booking they are very difficult/ non responsive to interact with. I think they’re trying to do everything electronically but it’s not working. Their app often didn’t work when all other apps were working on my phone. Never again will I travel Saudia - just have zero sense of service and empathy,,,,Awful My flight was cancelled. No e mail or text message received. Found out by chance on way to airport by checking the app. I had been rebooked on a flight in 23 days time. I was travelling with elderly parents and young children. Called the helplines and long waiting times. Managed to speak to someone in the European call centre who told me nothing could be done - need to wait 23 days. They couldn’t discuss any compensation with me or support they could provide. I needed to get back for parents medical reasons and my children had work. Saudia advised me in recorded call that I should call travel agents and find another flight myself. I did that. Paid an extortionate amount for an Eithad flight from another city. Eithadj got me and my family back on time. Am grateful for that. I’ve tried to engage with Saudia to discuss any compensation and they told me to email a back office e mail address. Radio silence since then. I found them completely unhelpful through this distressing time and no empathy. Pre and post booking they are very difficult/ non responsive to interact with. I think they’re trying to do everything electronically but it’s not working. Their app often didn’t work when all other apps were working on my phone. Never again will I travel Saudia - just have zero sense of service and empathy
569,4060d7c9-1943-5e4b-8413-a6e5553e4b3e,tripadvisor,flynas,en,07-01-2026 00:00,No star A very bad experience. I will not be flying with your airline again. My suitcase was damaged and I received no compensation. The customer service was unprofessional.,,,,No star A very bad experience. I will not be flying with your airline again. My suitcase was damaged and I received no compensation. The customer service was unprofessional.
567,3b38b67a-da1c-5936-adc8-5a5080acacd7,tripadvisor,flynas,en,08-01-2026 00:00,"Unannounced Delay and Lack of Communication for Flight XY94 Our flight XY94 was originally scheduled to depart at 10:35; however, the departure time shown on the screen was later changed to 12:35. There were no announcements or apologies, and we were simply left waiting at the gate without any explanation.",,,,"Unannounced Delay and Lack of Communication for Flight XY94 Our flight XY94 was originally scheduled to depart at 10:35; however, the departure time shown on the screen was later changed to 12:35. There were no announcements or apologies, and we were simply left waiting at the gate without any explanation."
610,c455f4cf-4130-5ef1-b454-1d4077868b75,tripadvisor,saudia,en,05-01-2026 00:00,"Definitely recommend When I first booked my holiday, I hadn't actually looked into or heard of Saudia so when I then looked up their reviews, I was hugely worried and nearly cancelled the tickets as I was expecting it to be awful

We flew from London to Dubai, with a layover in Jeddah and Riyadh on the respective legs

We did have two minor delays but other than that, found the whole process at the airports very smooth, the planes were clean and comfortable, staff were friendly and the food was plentiful and tasty

I did need to speak to Customer Services before travelling and also found them very helpful - though would recommend calling as their website is quite glitchy

Overall, we had a great experience with them and would definitely fly with them again - particularly as they were significantly cheaper than the equivalent Emirates flights (who we've flown with previously) and we didn't notice any real difference",5,,,"Definitely recommend When I first booked my holiday, I hadn't actually looked into or heard of Saudia so when I then looked up their reviews, I was hugely worried and nearly cancelled the tickets as I was expecting it to be awful

We flew from London to Dubai, with a layover in Jeddah and Riyadh on the respective legs

We did have two minor delays but other than that, found the whole process at the airports very smooth, the planes were clean and comfortable, staff were friendly and the food was plentiful and tasty

I did need to speak to Customer Services before travelling and also found them very helpful - though would recommend calling as their website is quite glitchy

Overall, we had a great experience with them and would definitely fly with them again - particularly as they were significantly cheaper than the equivalent Emirates flights (who we've flown with previously) and we didn't notice any real difference"
